what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333287550700
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333287550700
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333287555844
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333287557029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287576303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287578499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287583734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287595192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287595908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287602065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287604231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287618385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287623816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287626096
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1333287626175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333287635797
